Rep Name,Region,Base Salary,Quota,Deal Date,Product,Deal Amount,Commission Rate,Commission Earned
Rep_1,North,"$67,969.00",115820,11/3/2024,Software,"$21,563.06",0.1,"$2,156.31"
Rep_1,North,"$67,969.00",115820,11/3/2024,Hardware,"$12,792.78",0.07,$895.49
Rep_1,North,"$67,969.00",115820,10/28/2024,Consulting,"$18,001.70",0.07,"$1,260.12"
Rep_1,North,"$67,969.00",115820,10/28/2024,Software,"$18,667.76",0.07,"$1,306.74"
Rep_1,North,"$67,969.00",115820,10/28/2024,Software,"$9,621.36",0.05,$481.07
Rep_1,North,"$67,969.00",115820,10/28/2024,Support,"$29,239.62",0.1,"$2,923.96"
Rep_1,North,"$67,969.00",115820,10/28/2024,Consulting,"$24,378.32",0.1,"$2,437.83"
Rep_1,North,"$67,969.00",115820,10/28/2024,Support,"$28,487.47",0.1,"$2,848.75"
Rep_1,North,"$67,969.00",115820,10/28/2024,Support,"$27,370.68",0.1,"$2,737.07"
Rep_1,North,"$67,969.00",115820,10/28/2024,Software,"$19,947.50",0.07,"$1,396.33"
Rep_1,North,"$67,969.00",115820,10/28/2024,Consulting,"$28,046.86",0.1,"$2,804.69"
Rep_1,North,"$67,969.00",115820,6/7/2024,Software,"$7,212.31",0.05,$360.62
Rep_1,North,"$67,969.00",115820,6/7/2024,Hardware,"$9,899.57",0.05,$494.98
Rep_1,North,"$67,969.00",115820,6/7/2024,Software,"$6,130.68",0.05,$306.53
Rep_1,North,"$67,969.00",115820,6/7/2024,Support,"$13,133.26",0.07,$919.33
Rep_1,North,"$67,969.00",115820,6/7/2024,Software,"$14,716.93",0.07,"$1,030.19"
Rep_1,North,"$67,969.00",115820,6/7/2024,Hardware,"$11,783.73",0.07,$824.86
Rep_1,North,"$67,969.00",115820,6/7/2024,Consulting,"$25,718.44",0.1,"$2,571.84"
Rep_1,North,"$67,969.00",115820,6/7/2024,Hardware,"$13,918.83",0.07,$974.32
Rep_1,North,"$67,969.00",115820,6/7/2024,Consulting,"$12,023.36",0.07,$841.64
Rep_1,North,"$67,969.00",115820,6/7/2024,Support,"$18,567.40",0.07,"$1,299.72"
Rep_1,North,"$67,969.00",115820,5/10/2024,Consulting,"$8,523.11",0.05,$426.16
Rep_1,North,"$67,969.00",115820,5/10/2024,Hardware,"$25,054.92",0.1,"$2,505.49"
Rep_1,North,"$67,969.00",115820,5/10/2024,Software,"$6,863.77",0.05,$343.19
Rep_1,North,"$67,969.00",115820,5/10/2024,Hardware,"$29,672.17",0.1,"$2,967.22"
Rep_1,North,"$67,969.00",115820,5/10/2024,Support,"$24,306.12",0.1,"$2,430.61"
Rep_1,North,"$67,969.00",115820,5/10/2024,Hardware,"$9,967.89",0.05,$498.39
Rep_1,North,"$67,969.00",115820,5/10/2024,Consulting,"$5,138.05",0.05,$256.90
Rep_1,North,"$67,969.00",115820,10/2/2024,Hardware,"$25,386.54",0.1,"$2,538.65"
Rep_1,North,"$67,969.00",115820,10/2/2024,Consulting,"$22,671.43",0.1,"$2,267.14"
Rep_1,North,"$67,969.00",115820,10/2/2024,Support,"$23,225.18",0.1,"$2,322.52"
Rep_1,North,"$67,969.00",115820,10/2/2024,Software,"$24,281.76",0.1,"$2,428.18"
Rep_1,North,"$67,969.00",115820,10/2/2024,Hardware,"$6,851.12",0.05,$342.56
Rep_2,West,"$41,425.00",163706,5/8/2024,Hardware,"$13,961.64",0.07,$977.31
Rep_2,West,"$41,425.00",163706,5/8/2024,Support,"$7,896.73",0.05,$394.84
Rep_2,West,"$41,425.00",163706,5/8/2024,Support,"$26,577.59",0.1,"$2,657.76"
Rep_2,West,"$41,425.00",163706,5/8/2024,Hardware,"$20,582.45",0.1,"$2,058.25"
Rep_2,West,"$41,425.00",163706,5/8/2024,Consulting,"$13,272.45",0.07,$929.07
Rep_2,West,"$41,425.00",163706,5/8/2024,Support,"$6,588.96",0.05,$329.45
Rep_2,West,"$41,425.00",163706,11/23/2024,Consulting,"$12,774.56",0.07,$894.22
Rep_2,West,"$41,425.00",163706,11/23/2024,Consulting,"$13,129.58",0.07,$919.07
Rep_2,West,"$41,425.00",163706,11/23/2024,Support,"$23,240.15",0.1,"$2,324.02"
Rep_2,West,"$41,425.00",163706,4/2/2024,Consulting,"$20,938.94",0.1,"$2,093.89"
Rep_2,West,"$41,425.00",163706,4/2/2024,Hardware,"$27,180.32",0.1,"$2,718.03"
Rep_2,West,"$41,425.00",163706,4/2/2024,Consulting,"$16,805.37",0.07,"$1,176.38"
Rep_2,West,"$41,425.00",163706,4/2/2024,Consulting,"$7,989.86",0.05,$399.49
Rep_2,West,"$41,425.00",163706,4/2/2024,Hardware,"$22,831.12",0.1,"$2,283.11"
Rep_2,West,"$41,425.00",163706,4/2/2024,Software,"$24,019.63",0.1,"$2,401.96"
Rep_2,West,"$41,425.00",163706,4/2/2024,Consulting,"$19,031.93",0.07,"$1,332.24"
Rep_2,West,"$41,425.00",163706,4/2/2024,Consulting,"$24,274.18",0.1,"$2,427.42"
Rep_2,West,"$41,425.00",163706,6/26/2024,Hardware,"$17,344.89",0.07,"$1,214.14"
Rep_2,West,"$41,425.00",163706,6/26/2024,Consulting,"$18,068.32",0.07,"$1,264.78"
Rep_2,West,"$41,425.00",163706,6/26/2024,Hardware,"$15,688.53",0.07,"$1,098.20"
Rep_2,West,"$41,425.00",163706,6/26/2024,Support,"$5,635.48",0.05,$281.77
Rep_2,West,"$41,425.00",163706,6/26/2024,Support,"$7,697.29",0.05,$384.86
Rep_2,West,"$41,425.00",163706,5/21/2024,Software,"$5,785.73",0.05,$289.29
Rep_2,West,"$41,425.00",163706,5/21/2024,Support,"$20,910.26",0.1,"$2,091.03"
Rep_2,West,"$41,425.00",163706,1/21/2024,Support,"$12,858.90",0.07,$900.12
Rep_2,West,"$41,425.00",163706,1/21/2024,Support,"$17,714.27",0.07,"$1,240.00"
Rep_2,West,"$41,425.00",163706,1/21/2024,Software,"$27,689.16",0.1,"$2,768.92"
Rep_2,West,"$41,425.00",163706,1/21/2024,Support,"$11,232.31",0.07,$786.26
Rep_2,West,"$41,425.00",163706,1/21/2024,Support,"$15,259.57",0.07,"$1,068.17"
Rep_2,West,"$41,425.00",163706,6/14/2024,Support,"$23,888.78",0.1,"$2,388.88"
Rep_2,West,"$41,425.00",163706,6/14/2024,Consulting,"$10,719.95",0.07,$750.40
Rep_2,West,"$41,425.00",163706,6/14/2024,Software,"$6,924.50",0.05,$346.23
Rep_2,West,"$41,425.00",163706,6/14/2024,Software,"$12,243.79",0.07,$857.07
Rep_2,West,"$41,425.00",163706,6/14/2024,Consulting,"$9,030.53",0.05,$451.53
Rep_2,West,"$41,425.00",163706,6/14/2024,Consulting,"$28,242.44",0.1,"$2,824.24"
Rep_2,West,"$41,425.00",163706,6/14/2024,Support,"$25,203.01",0.1,"$2,520.30"
Rep_2,West,"$41,425.00",163706,6/14/2024,Software,"$20,835.09",0.1,"$2,083.51"
Rep_2,West,"$41,425.00",163706,6/14/2024,Hardware,"$26,786.51",0.1,"$2,678.65"
Rep_2,West,"$41,425.00",163706,2/5/2024,Software,"$25,091.80",0.1,"$2,509.18"
Rep_2,West,"$41,425.00",163706,2/5/2024,Consulting,"$9,664.25",0.05,$483.21
Rep_2,West,"$41,425.00",163706,2/5/2024,Hardware,"$27,313.97",0.1,"$2,731.40"
Rep_2,West,"$41,425.00",163706,2/5/2024,Support,"$18,483.56",0.07,"$1,293.85"
Rep_2,West,"$41,425.00",163706,2/5/2024,Software,"$25,186.00",0.1,"$2,518.60"
Rep_2,West,"$41,425.00",163706,2/5/2024,Hardware,"$27,402.28",0.1,"$2,740.23"
Rep_2,West,"$41,425.00",163706,10/8/2024,Hardware,"$12,950.09",0.07,$906.51
Rep_2,West,"$41,425.00",163706,10/8/2024,Consulting,"$7,751.30",0.05,$387.57
Rep_2,West,"$41,425.00",163706,10/8/2024,Support,"$10,698.38",0.07,$748.89
Rep_2,West,"$41,425.00",163706,10/8/2024,Hardware,"$15,677.69",0.07,"$1,097.44"
Rep_2,West,"$41,425.00",163706,10/8/2024,Hardware,"$25,450.37",0.1,"$2,545.04"
Rep_2,West,"$41,425.00",163706,10/8/2024,Consulting,"$26,518.26",0.1,"$2,651.83"
Rep_2,West,"$41,425.00",163706,10/8/2024,Support,"$5,173.80",0.05,$258.69
Rep_2,West,"$41,425.00",163706,10/8/2024,Software,"$17,768.68",0.07,"$1,243.81"
Rep_2,West,"$41,425.00",163706,12/22/2024,Hardware,"$15,435.28",0.07,"$1,080.47"
Rep_2,West,"$41,425.00",163706,12/22/2024,Consulting,"$10,552.70",0.07,$738.69
Rep_2,West,"$41,425.00",163706,12/22/2024,Consulting,"$7,996.63",0.05,$399.83
Rep_2,West,"$41,425.00",163706,12/22/2024,Consulting,"$13,440.38",0.07,$940.83
Rep_2,West,"$41,425.00",163706,11/27/2024,Consulting,"$28,572.74",0.1,"$2,857.27"
Rep_2,West,"$41,425.00",163706,11/27/2024,Software,"$13,080.07",0.07,$915.60
Rep_2,West,"$41,425.00",163706,11/27/2024,Software,"$17,969.77",0.07,"$1,257.88"
Rep_2,West,"$41,425.00",163706,4/16/2024,Hardware,"$22,575.47",0.1,"$2,257.55"
Rep_2,West,"$41,425.00",163706,4/16/2024,Support,"$14,090.74",0.07,$986.35
Rep_2,West,"$41,425.00",163706,4/16/2024,Hardware,"$29,294.55",0.1,"$2,929.45"
Rep_3,South,"$50,032.00",123130,11/4/2024,Hardware,"$29,061.18",0.1,"$2,906.12"
Rep_3,South,"$50,032.00",123130,11/4/2024,Support,"$11,294.56",0.07,$790.62
Rep_3,South,"$50,032.00",123130,11/4/2024,Software,"$17,431.21",0.07,"$1,220.18"
Rep_3,South,"$50,032.00",123130,11/4/2024,Consulting,"$12,521.96",0.07,$876.54
Rep_3,South,"$50,032.00",123130,11/4/2024,Software,"$12,121.01",0.07,$848.47
Rep_3,South,"$50,032.00",123130,11/4/2024,Hardware,"$5,922.17",0.05,$296.11
Rep_3,South,"$50,032.00",123130,11/10/2024,Hardware,"$20,239.11",0.1,"$2,023.91"
Rep_3,South,"$50,032.00",123130,11/10/2024,Software,"$17,566.98",0.07,"$1,229.69"
Rep_3,South,"$50,032.00",123130,11/10/2024,Support,"$6,286.97",0.05,$314.35
Rep_3,South,"$50,032.00",123130,11/10/2024,Software,"$11,966.16",0.07,$837.63
Rep_3,South,"$50,032.00",123130,11/10/2024,Software,"$27,706.65",0.1,"$2,770.67"
Rep_3,South,"$50,032.00",123130,11/10/2024,Support,"$10,989.05",0.07,$769.23
Rep_3,South,"$50,032.00",123130,3/5/2024,Software,"$8,622.37",0.05,$431.12
Rep_3,South,"$50,032.00",123130,3/5/2024,Consulting,"$17,236.32",0.07,"$1,206.54"
Rep_3,South,"$50,032.00",123130,3/5/2024,Software,"$29,641.26",0.1,"$2,964.13"
Rep_3,South,"$50,032.00",123130,3/5/2024,Support,"$11,051.38",0.07,$773.60
Rep_3,South,"$50,032.00",123130,3/5/2024,Software,"$21,803.39",0.1,"$2,180.34"
Rep_3,South,"$50,032.00",123130,3/5/2024,Hardware,"$24,040.49",0.1,"$2,404.05"
Rep_3,South,"$50,032.00",123130,3/5/2024,Software,"$10,940.94",0.07,$765.87
Rep_3,South,"$50,032.00",123130,3/5/2024,Consulting,"$23,205.41",0.1,"$2,320.54"
Rep_3,South,"$50,032.00",123130,3/5/2024,Support,"$14,194.58",0.07,$993.62
Rep_3,South,"$50,032.00",123130,3/5/2024,Consulting,"$20,807.65",0.1,"$2,080.77"
Rep_3,South,"$50,032.00",123130,11/20/2024,Consulting,"$20,838.24",0.1,"$2,083.82"
Rep_3,South,"$50,032.00",123130,11/20/2024,Hardware,"$18,394.37",0.07,"$1,287.61"
Rep_3,South,"$50,032.00",123130,11/20/2024,Software,"$7,257.24",0.05,$362.86
Rep_3,South,"$50,032.00",123130,9/11/2024,Support,"$25,882.56",0.1,"$2,588.26"
Rep_3,South,"$50,032.00",123130,9/11/2024,Consulting,"$13,019.50",0.07,$911.37
Rep_3,South,"$50,032.00",123130,9/11/2024,Support,"$9,662.96",0.05,$483.15
Rep_3,South,"$50,032.00",123130,9/11/2024,Support,"$6,019.38",0.05,$300.97
Rep_3,South,"$50,032.00",123130,9/11/2024,Software,"$19,772.32",0.07,"$1,384.06"
Rep_3,South,"$50,032.00",123130,7/15/2024,Support,"$21,939.11",0.1,"$2,193.91"
Rep_3,South,"$50,032.00",123130,7/15/2024,Software,"$5,414.70",0.05,$270.74
Rep_3,South,"$50,032.00",123130,7/15/2024,Hardware,"$17,802.33",0.07,"$1,246.16"
Rep_3,South,"$50,032.00",123130,7/15/2024,Hardware,"$10,662.39",0.07,$746.37
Rep_3,South,"$50,032.00",123130,7/15/2024,Hardware,"$21,129.32",0.1,"$2,112.93"
Rep_3,South,"$50,032.00",123130,7/15/2024,Support,"$9,359.16",0.05,$467.96
Rep_3,South,"$50,032.00",123130,7/15/2024,Hardware,"$22,273.44",0.1,"$2,227.34"
Rep_3,South,"$50,032.00",123130,5/19/2024,Consulting,"$14,668.38",0.07,"$1,026.79"
Rep_3,South,"$50,032.00",123130,5/19/2024,Hardware,"$28,418.25",0.1,"$2,841.83"
Rep_3,South,"$50,032.00",123130,5/19/2024,Hardware,"$8,438.02",0.05,$421.90
Rep_3,South,"$50,032.00",123130,5/19/2024,Support,"$13,526.66",0.07,$946.87
Rep_3,South,"$50,032.00",123130,5/1/2024,Consulting,"$7,836.84",0.05,$391.84
Rep_3,South,"$50,032.00",123130,5/1/2024,Software,"$28,117.34",0.1,"$2,811.73"
Rep_3,South,"$50,032.00",123130,5/1/2024,Software,"$26,933.48",0.1,"$2,693.35"
Rep_3,South,"$50,032.00",123130,5/1/2024,Consulting,"$11,448.54",0.07,$801.40
Rep_3,South,"$50,032.00",123130,1/22/2024,Consulting,"$21,499.60",0.1,"$2,149.96"
Rep_3,South,"$50,032.00",123130,1/22/2024,Hardware,"$25,430.56",0.1,"$2,543.06"
Rep_3,South,"$50,032.00",123130,1/22/2024,Consulting,"$18,880.02",0.07,"$1,321.60"
Rep_3,South,"$50,032.00",123130,1/22/2024,Consulting,"$18,241.26",0.07,"$1,276.89"
Rep_3,South,"$50,032.00",123130,1/22/2024,Support,"$11,046.31",0.07,$773.24
Rep_3,South,"$50,032.00",123130,9/23/2024,Consulting,"$7,327.57",0.05,$366.38
Rep_3,South,"$50,032.00",123130,9/23/2024,Consulting,"$27,430.39",0.1,"$2,743.04"
Rep_3,South,"$50,032.00",123130,9/23/2024,Hardware,"$27,510.45",0.1,"$2,751.05"
Rep_3,South,"$50,032.00",123130,10/21/2024,Support,"$20,827.54",0.1,"$2,082.75"
Rep_3,South,"$50,032.00",123130,10/21/2024,Consulting,"$13,475.74",0.07,$943.30
Rep_3,South,"$50,032.00",123130,10/21/2024,Consulting,"$13,730.24",0.07,$961.12
Rep_3,South,"$50,032.00",123130,10/21/2024,Consulting,"$23,148.89",0.1,"$2,314.89"
Rep_3,South,"$50,032.00",123130,2/5/2024,Hardware,"$27,427.76",0.1,"$2,742.78"
Rep_3,South,"$50,032.00",123130,2/5/2024,Consulting,"$27,177.16",0.1,"$2,717.72"
Rep_3,South,"$50,032.00",123130,2/5/2024,Hardware,"$24,496.89",0.1,"$2,449.69"
Rep_4,West,"$60,110.00",120162,5/22/2024,Consulting,"$21,050.79",0.1,"$2,105.08"
Rep_4,West,"$60,110.00",120162,5/22/2024,Consulting,"$7,103.50",0.05,$355.18
Rep_4,West,"$60,110.00",120162,5/22/2024,Software,"$9,040.72",0.05,$452.04
Rep_4,West,"$60,110.00",120162,5/22/2024,Hardware,"$27,463.85",0.1,"$2,746.39"
Rep_4,West,"$60,110.00",120162,5/22/2024,Support,"$20,160.73",0.1,"$2,016.07"
Rep_4,West,"$60,110.00",120162,5/22/2024,Hardware,"$5,229.93",0.05,$261.50
Rep_4,West,"$60,110.00",120162,5/22/2024,Support,"$7,536.79",0.05,$376.84
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$21,587.54",0.1,"$2,158.75"
Rep_4,West,"$60,110.00",120162,9/26/2024,Hardware,"$5,126.54",0.05,$256.33
Rep_4,West,"$60,110.00",120162,9/26/2024,Support,"$9,020.20",0.05,$451.01
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$18,718.34",0.07,"$1,310.28"
Rep_4,West,"$60,110.00",120162,9/26/2024,Software,"$22,297.38",0.1,"$2,229.74"
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$21,299.03",0.1,"$2,129.90"
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$10,606.73",0.07,$742.47
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$22,804.48",0.1,"$2,280.45"
Rep_4,West,"$60,110.00",120162,9/26/2024,Consulting,"$10,931.23",0.07,$765.19
Rep_4,West,"$60,110.00",120162,9/26/2024,Software,"$13,134.99",0.07,$919.45
Rep_4,West,"$60,110.00",120162,4/26/2024,Consulting,"$23,662.29",0.1,"$2,366.23"
Rep_4,West,"$60,110.00",120162,4/26/2024,Support,"$21,240.82",0.1,"$2,124.08"
Rep_4,West,"$60,110.00",120162,4/26/2024,Support,"$26,230.59",0.1,"$2,623.06"
Rep_4,West,"$60,110.00",120162,4/26/2024,Software,"$21,440.32",0.1,"$2,144.03"
Rep_4,West,"$60,110.00",120162,4/26/2024,Software,"$19,207.72",0.07,"$1,344.54"
Rep_4,West,"$60,110.00",120162,4/26/2024,Consulting,"$7,341.87",0.05,$367.09
Rep_4,West,"$60,110.00",120162,4/26/2024,Support,"$14,192.90",0.07,$993.50
Rep_4,West,"$60,110.00",120162,4/26/2024,Software,"$11,630.06",0.07,$814.10
Rep_4,West,"$60,110.00",120162,6/10/2024,Software,"$11,099.74",0.07,$776.98
Rep_4,West,"$60,110.00",120162,6/10/2024,Hardware,"$29,325.26",0.1,"$2,932.53"
Rep_4,West,"$60,110.00",120162,6/10/2024,Hardware,"$14,827.44",0.07,"$1,037.92"
Rep_4,West,"$60,110.00",120162,6/10/2024,Support,"$27,301.16",0.1,"$2,730.12"
Rep_4,West,"$60,110.00",120162,6/10/2024,Consulting,"$20,778.47",0.1,"$2,077.85"
Rep_4,West,"$60,110.00",120162,6/10/2024,Software,"$24,870.28",0.1,"$2,487.03"
Rep_4,West,"$60,110.00",120162,6/10/2024,Hardware,"$17,565.93",0.07,"$1,229.62"
Rep_4,West,"$60,110.00",120162,6/10/2024,Hardware,"$19,422.60",0.07,"$1,359.58"
Rep_4,West,"$60,110.00",120162,6/10/2024,Consulting,"$17,312.94",0.07,"$1,211.91"
Rep_4,West,"$60,110.00",120162,6/10/2024,Hardware,"$9,881.07",0.05,$494.05
Rep_4,West,"$60,110.00",120162,8/2/2024,Support,"$23,061.30",0.1,"$2,306.13"
Rep_4,West,"$60,110.00",120162,8/2/2024,Consulting,"$12,019.31",0.07,$841.35
Rep_4,West,"$60,110.00",120162,8/2/2024,Hardware,"$5,607.90",0.05,$280.39
Rep_4,West,"$60,110.00",120162,8/2/2024,Hardware,"$21,136.81",0.1,"$2,113.68"
Rep_4,West,"$60,110.00",120162,8/2/2024,Software,"$9,427.77",0.05,$471.39
Rep_4,West,"$60,110.00",120162,8/2/2024,Support,"$28,511.46",0.1,"$2,851.15"
Rep_4,West,"$60,110.00",120162,8/2/2024,Consulting,"$28,848.21",0.1,"$2,884.82"
Rep_4,West,"$60,110.00",120162,8/2/2024,Support,"$27,871.61",0.1,"$2,787.16"
Rep_4,West,"$60,110.00",120162,8/2/2024,Hardware,"$14,253.97",0.07,$997.78
Rep_4,West,"$60,110.00",120162,8/2/2024,Support,"$5,386.42",0.05,$269.32
Rep_4,West,"$60,110.00",120162,5/18/2024,Software,"$28,207.96",0.1,"$2,820.80"
Rep_4,West,"$60,110.00",120162,5/18/2024,Software,"$15,704.60",0.07,"$1,099.32"
Rep_4,West,"$60,110.00",120162,5/18/2024,Support,"$29,166.37",0.1,"$2,916.64"
Rep_4,West,"$60,110.00",120162,5/18/2024,Software,"$29,090.50",0.1,"$2,909.05"
Rep_4,West,"$60,110.00",120162,5/18/2024,Consulting,"$26,325.24",0.1,"$2,632.52"
Rep_4,West,"$60,110.00",120162,5/20/2024,Software,"$12,361.22",0.07,$865.29
Rep_4,West,"$60,110.00",120162,5/20/2024,Support,"$14,627.44",0.07,"$1,023.92"
Rep_4,West,"$60,110.00",120162,5/20/2024,Hardware,"$26,278.42",0.1,"$2,627.84"
Rep_4,West,"$60,110.00",120162,5/20/2024,Software,"$12,923.05",0.07,$904.61
Rep_4,West,"$60,110.00",120162,5/20/2024,Hardware,"$9,237.32",0.05,$461.87
Rep_4,West,"$60,110.00",120162,5/20/2024,Hardware,"$18,920.03",0.07,"$1,324.40"
Rep_4,West,"$60,110.00",120162,5/20/2024,Support,"$28,403.87",0.1,"$2,840.39"
Rep_4,West,"$60,110.00",120162,5/20/2024,Consulting,"$22,400.74",0.1,"$2,240.07"
Rep_4,West,"$60,110.00",120162,5/20/2024,Software,"$19,251.53",0.07,"$1,347.61"
Rep_4,West,"$60,110.00",120162,9/28/2024,Software,"$7,429.41",0.05,$371.47
Rep_4,West,"$60,110.00",120162,9/28/2024,Hardware,"$20,375.18",0.1,"$2,037.52"
Rep_4,West,"$60,110.00",120162,9/28/2024,Hardware,"$29,751.35",0.1,"$2,975.14"
Rep_4,West,"$60,110.00",120162,9/27/2024,Software,"$8,502.10",0.05,$425.11
Rep_4,West,"$60,110.00",120162,9/27/2024,Support,"$17,958.24",0.07,"$1,257.08"
Rep_4,West,"$60,110.00",120162,9/27/2024,Hardware,"$26,934.33",0.1,"$2,693.43"
Rep_4,West,"$60,110.00",120162,9/27/2024,Consulting,"$23,519.22",0.1,"$2,351.92"
Rep_4,West,"$60,110.00",120162,9/27/2024,Software,"$22,425.39",0.1,"$2,242.54"
Rep_4,West,"$60,110.00",120162,9/27/2024,Hardware,"$22,562.10",0.1,"$2,256.21"
Rep_4,West,"$60,110.00",120162,6/4/2024,Support,"$13,987.28",0.07,$979.11
Rep_4,West,"$60,110.00",120162,6/4/2024,Consulting,"$12,339.80",0.07,$863.79
Rep_4,West,"$60,110.00",120162,6/4/2024,Consulting,"$25,234.03",0.1,"$2,523.40"
Rep_4,West,"$60,110.00",120162,6/4/2024,Support,"$25,252.83",0.1,"$2,525.28"
Rep_4,West,"$60,110.00",120162,6/4/2024,Consulting,"$26,676.81",0.1,"$2,667.68"
Rep_4,West,"$60,110.00",120162,6/4/2024,Hardware,"$27,831.01",0.1,"$2,783.10"
Rep_4,West,"$60,110.00",120162,6/4/2024,Consulting,"$17,783.56",0.07,"$1,244.85"
Rep_4,West,"$60,110.00",120162,6/4/2024,Hardware,"$17,537.91",0.07,"$1,227.65"
Rep_4,West,"$60,110.00",120162,6/4/2024,Support,"$24,957.38",0.1,"$2,495.74"
Rep_4,West,"$60,110.00",120162,6/7/2024,Support,"$21,249.10",0.1,"$2,124.91"
Rep_4,West,"$60,110.00",120162,6/7/2024,Software,"$22,549.17",0.1,"$2,254.92"
Rep_4,West,"$60,110.00",120162,6/7/2024,Consulting,"$24,894.82",0.1,"$2,489.48"
Rep_4,West,"$60,110.00",120162,6/7/2024,Consulting,"$27,250.13",0.1,"$2,725.01"
